recency,frequency,monetary
50,9,175.75
16,119,728.54
8,245,4542.1
73,60,811.89
70,44,617.65
352,49,783.94
2,128,1279.8400000000001
116,25,411.7
372,65,351.75
196,33,559.87
176,3,75.0
99,22,346.38
20,105,1457.78
71,4,121.5
339,11,168.3
5,165,1525.81
30,103,812.68
169,8,142.5
121,17,302.25
21,114,2047.39
9,79,1328.55
268,20,301.9
22,24,405.1
126,10,182.22
25,134,3494.38
138,22,361.21999999999997
213,40,579.17
105,40,563.77
17,37,616.26
2,16,274.15000000000003
330,14,226.37
63,146,2260.11
119,66,1176.53
34,19,328.15
171,55,993.46
71,10,267.45
0,37,326.75
127,111,408.59000000000003
46,13,302.34000000000003
5,297,2848.12
13,310,3448.32
17,38,139.41
27,149,1477.2
36,10,151.05
156,9,120.3
283,18,94.05
106,141,534.31
24,66,1148.75
74,15,322.41
15,43,328.58
157,1,35.7
43,36,465.46000000000004
10,84,778.15
31,221,1365.65
290,9,53.5
20,57,1116.47
332,8,153.9
17,28,494.44
17,59,1247.46
62,39,395.8
197,31,211.77
32,34,658.88
0,101,1594.06
6,56,731.96
4,636,3450.41
9,104,891.21
31,76,660.07
52,5,109.36000000000001
11,52,705.79
17,42,332.01
18,18,327.3
36,127,800.67
1,67,379.11
17,115,1443.71
81,221,1301.91
32,92,355.73
65,109,466.73
8,120,822.86
266,2,55.2
246,22,309.85
3,105,1995.16
60,24,384.59
74,98,643.76
89,32,538.6
59,56,512.36
28,81,302.57
322,4,94.36
52,24,592.11
269,43,217.89
1,322,2772.81
56,81,1383.98
60,206,1482.06
153,79,1502.5
18,72,408.02
94,29,303.93
0,169,2657.42
264,56,241.25
311,10,177.5
69,23,443.05
309,3,6.85
18,58,154.35
12,164,1863.68
35,231,2022.98
18,44,211.7
53,30,135.99
56,31,262.2
21,7,126.25
43,47,200.27
26,69,870.8
44,95,631.12
112,46,691.79
16,96,2210.3900000000003
24,17,285.28
190,5,133.56
301,21,302.7
1,350,1680.4
262,8,187.96
105,1,4.95
56,4,110.94999999999999
212,75,578.28
63,7,143.4
27,16,120.66
28,106,1466.8
5,132,798.35
7,269,2864.07
66,24,381.2
1,171,609.3
45,84,654.67
33,63,230.51
205,2,2.9
135,34,255.91
197,19,182.99
197,40,707.69
149,10,241.12
87,13,217.17000000000002
44,2,6.9
63,99,1841.18
98,100,1448.88
217,8,161.56
2,202,3482.7400000000002
27,131,763.53
177,32,142.92
185,2,68.0
20,81,1377.4
19,230,1298.66
33,143,1410.3600000000001
73,1,12.5
23,171,625.42
51,164,752.77
274,13,223.95000000000002
164,18,316.11
6,334,1666.89
143,27,459.3
63,146,2494.46
24,17,331.0
9,35,300.83
75,51,613.77
15,18,220.62
191,19,139.35
173,25,404.3
76,42,363.65
32,28,438.8
46,37,624.3
79,53,1186.03
296,50,826.53
2,88,648.26
8,93,1480.52
49,128,2458.93
160,15,100.97
359,19,365.45
4,10,235.86
106,84,1431.93
24,83,465.88
19,3,90.30000000000001
296,12,287.2
371,13,248.1
21,158,871.53
18,29,509.34000000000003
51,106,1254.64
29,6,101.69999999999999
276,17,162.7
60,39,424.32
24,12,164.07999999999998
185,156,1046.57
1,232,5671.52
1,43,923.69
171,14,218.96
80,14,228.06
3,17,244.41
189,29,411.0
21,77,1244.59
18,175,1037.81
4,28,416.75
109,54,548.12
2,34,633.11
53,4,66.52
164,1,25.200000000000003
290,20,480.84999999999997
9,924,3973.7
108,251,2298.97
95,27,574.9
242,16,287.93
204,31,765.7
41,52,837.1
34,17,285.89
66,204,3093.59
23,8,145.05
0,447,7179.4400000000005
26,56,841.41
5,31,511.12
53,13,243.5
363,2,35.7
14,13,213.78
193,32,637.96
2,3,31.5
14,107,2429.56
26,87,1421.69
126,57,1009.6
84,42,663.61
70,28,451.44
182,9,105.84
112,4,50.099999999999994
373,14,233.45
79,21,410.18
248,3,48.75
231,13,225.15
70,33,459.24
68,9,107.30000000000001
3,210,3753.68
50,26,260.43
74,53,181.09
60,85,360.16
15,12,250.15
3,7,90.04
285,10,145.04999999999998
3,62,813.52
40,30,242.7
35,28,449.12
74,34,482.47
17,162,2365.06
14,268,5078.53
218,6,75.66
185,10,129.49
32,65,1136.66
69,30,618.59
182,25,438.69
14,32,420.52
235,3,38.75
30,85,1800.35
263,14,226.21
3,9,178.96
51,23,369.91
245,4,64.05000000000001
80,42,467.45
274,23,333.08
0,159,2794.73
78,20,322.8
29,114,1936.35
73,60,408.63
16,148,2672.65
371,8,164.8
31,67,1036.67
22,91,1420.06
30,45,895.51
105,12,231.10000000000002
4,32,593.23
245,27,487.51
177,62,833.78
169,14,214.06
42,19,290.65999999999997
71,22,376.82
58,49,1240.85
15,68,1153.26
140,29,601.27
17,242,2601.02
119,10,205.68
9,192,874.43
367,7,53.94
188,2,39.12
15,10,245.97
361,8,83.2
18,32,118.98
67,52,567.1800000000001
14,20,306.71999999999997
23,156,1348.88
16,251,4052.1
1,27,709.5
54,93,304.24
33,87,1461.28
2,155,2644.54
365,2,27.75
42,10,183.7
72,28,651.9399999999999
4,23,519.28
3,7,232.2
60,62,324.24
46,544,2959.88
0,60,1165.16
75,10,249.56
71,11,173.38
288,1,8.5
68,59,477.86
213,5,88.50000000000001
240,21,112.75
8,307,5032.0
8,93,1707.02
0,149,3743.91
36,123,531.35
45,24,450.83
84,57,1411.97
18,393,2416.99
2,11,365.64
17,436,3312.21
18,599,5459.59
218,86,879.06
77,17,140.92
23,191,3420.53
368,42,507.85
14,196,1770.22
25,25,152.95
261,37,292.47
16,201,3076.53
107,41,411.4
301,145,758.27
25,178,1358.74
363,44,256.32
45,262,994.58
37,650,6902.7
51,82,743.11
31,26,486.45
51,51,596.76
78,110,1945.31
297,1,3.75
176,11,226.45
28,188,2118.21
10,235,1242.16
86,306,3866.27
4,434,5896.17
37,40,727.9
17,69,1515.9
44,94,561.43
30,19,216.01999999999998
372,8,127.55
57,34,223.92000000000002
113,165,1475.43
214,13,239.4
318,7,106.83000000000001
64,21,300.04
7,41,739.99
96,11,209.82
19,59,993.24
198,20,342.75
3,700,2790.9500000000003
293,1,34.0
272,28,870.2
30,192,3322.96
47,52,368.09000000000003
259,38,361.54
57,140,757.1
32,254,2242.61
56,26,171.59
67,47,592.22
9,154,1505.66
59,70,326.54
79,48,222.62
73,16,245.94
1,259,4064.59
99,59,422.24
371,17,311.25
9,181,2112.85
19,2,60.0
122,148,594.39
7,5,80.8
3,93,1545.6200000000001
28,314,1705.78
281,12,110.38000000000001
56,16,243.84
0,278,1196.5
364,66,414.88
88,17,256.12
10,156,1162.65
162,69,1250.7
64,24,332.3
22,59,486.99
173,98,460.59
102,93,762.16
142,67,1121.59
98,22,227.22
22,149,914.69
191,14,250.14000000000001
4,28,547.07
360,12,204.15
7,425,1591.7
13,286,4055.25
102,28,417.06
2,83,1432.25
10,185,3188.87
95,26,497.61
226,38,358.38
15,25,415.64
38,24,460.78
50,22,341.7
92,8,128.5
156,11,197.22
38,23,325.91
202,11,136.65
0,42,783.88
227,24,413.46
127,10,180.85
39,10,175.55
30,160,2689.78
196,24,423.85
8,137,2641.11
36,112,1545.02
100,60,1096.19
42,321,6743.18
49,11,214.32
42,12,193.44
52,13,234.62
186,8,124.57
333,19,332.41
3,20,342.45
9,9,144.91000000000003
23,19,328.4
14,2,35.400000000000006
368,7,187.65
144,51,697.86
59,6,173.76
30,25,452.8
140,9,117.74
22,127,817.12
21,127,2279.14
76,1,12.75
4,261,5786.94
66,112,2095.53
11,156,846.62
83,3,13.3
30,173,1433.68
66,38,585.72
186,37,272.48
37,26,429.84000000000003
14,96,450.41
34,36,192.32999999999998
194,134,1527.67
1,186,742.43
0,97,518.19
366,45,145.93
64,62,202.27
298,37,289.78
25,157,501.03
7,122,1221.56
16,78,840.3100000000001
115,32,638.73
28,56,363.2
3,662,3430.55
4,189,2338.86
81,85,457.83
28,137,717.8
71,17,301.38
3,545,1508.96
28,86,1761.58
289,7,53.44
35,29,133.76
8,55,423.5
23,136,562.41
276,5,82.30000000000001
49,128,1068.82
155,322,2362.75
60,55,154.18
11,611,5980.5
20,79,732.79
370,14,230.25
275,3,72.35
79,190,2059.05
3,77,1295.39
25,52,327.89
4,886,4554.87
52,48,150.23000000000002
0,41,409.96
54,61,931.03
25,56,261.9
8,234,1878.43
51,304,3000.38
12,276,1857.29
211,31,692.23
21,247,4235.4
235,21,406.48
138,16,286.52
3,57,738.87
56,33,528.66
134,85,1229.9
108,16,167.61
29,1,20.8
0,42,968.88
184,24,467.82
17,15,248.94
238,15,337.44
86,7,117.35000000000001
38,101,507.05
115,14,234.17
186,7,110.55000000000001
226,26,201.19
44,7,159.49
188,21,319.02
3,31,439.43
38,41,602.71
37,40,232.21
77,39,344.33
3,83,1348.3
254,79,723.86
60,22,384.06
12,137,1612.77
87,389,3707.34
16,67,1380.68
29,1,20.8
2,126,1344.84
4,7,126.12
6,3,110.54999999999998
10,93,1614.31
29,26,757.1800000000001
287,5,117.0
149,2,15.4
22,22,305.82
0,165,3771.77
85,39,886.53
45,38,722.34
4,41,616.83
50,51,815.6800000000001
17,11,195.36
29,15,270.9
7,70,473.43
28,214,1838.6100000000001
2,191,4491.28
40,4,90.9
10,228,1258.08
30,7,71.0
44,3,95.85
60,5,99.65
369,3,33.15
78,148,877.5600000000001
63,11,146.87
11,21,317.95
85,23,419.94
15,26,497.87
245,28,433.53000000000003
87,75,1267.32
29,22,112.4
137,13,172.53
26,69,1071.49
2,97,1036.58
31,99,1427.3799999999999
112,21,288.44
156,18,311.42
84,65,1100.9
117,42,862.95
2,311,5028.11
95,305,3043.64
193,42,240.89000000000001
27,82,354.09
130,8,220.08
27,82,1290.93
81,62,1179.89
29,512,2989.67
265,4,81.60000000000001
73,63,1226.01
313,69,533.33
20,77,1416.14
58,60,778.95
11,292,4312.1900000000005
27,138,2447.55
113,62,304.24
27,135,2149.53
17,174,1446.09
17,76,774.62
35,18,350.76
35,25,194.6
21,6,145.29999999999998
24,63,288.91
32,76,1516.25
108,44,855.2
34,145,2498.9900000000002
122,185,1512.4
6,92,1520.68
27,115,1991.01
3,46,744.38
2,192,3648.36
49,122,1674.23
321,11,135.5
22,69,1017.56
14,45,872.88
1,211,954.42
17,65,971.74
29,32,703.53
261,1,25.5
158,90,665.78
32,337,3567.0
28,116,881.29
164,12,163.29999999999998
46,29,231.61
5,123,801.12
7,38,739.7
287,9,116.19999999999999
317,10,157.02
2,35,606.91
232,18,307.46
118,7,138.32
161,7,210.6
184,31,294.24
49,35,230.5
151,248,989.45
334,14,157.09
4,123,1873.17
15,3,32.400000000000006
106,23,413.2
15,48,848.41
275,24,380.5
15,430,7499.37
246,16,172.12
238,12,259.8
0,45,730.17
105,34,579.78
22,74,1252.44
51,9,124.88
194,7,130.2
23,14,213.78
74,23,329.34
17,18,112.5
7,11,192.64
31,65,1176.97
21,101,1538.88
30,229,3518.03
28,104,1715.46
77,2,63.7
32,144,2467.35
283,10,158.68
38,11,150.09
57,54,835.78
288,16,224.91
78,13,224.16
4,45,1299.6000000000001
217,4,59.9
43,59,1160.34
201,14,224.53
177,80,711.79
55,125,783.97
56,21,84.39999999999999
7,48,953.04
226,9,154.14999999999998
10,74,1396.39
105,60,383.75
58,17,193.69
27,234,1989.13
35,13,301.9
273,28,175.62
29,20,385.36
23,95,641.22
53,36,186.57999999999998
35,121,1058.79
174,51,1097.76
53,11,251.6
52,6,159.24
26,210,2267.2200000000003
252,1,3.95
39,157,2781.23
59,100,974.12
233,8,48.050000000000004
3,270,1909.47
31,25,114.23
23,467,3187.55
6,61,258.16
64,26,273.0
309,47,340.39
308,18,169.69
18,40,359.62
15,207,1856.17
95,47,318.76
263,39,842.65
11,531,3124.72
2,35,417.77
34,25,190.88
182,14,149.89000000000001
24,25,304.0
12,104,868.53
10,18,224.69
2,555,3719.1
312,13,264.0
107,27,466.24
0,351,5792.07
52,23,372.93
204,9,171.45
14,54,280.09000000000003
119,68,274.1
3,55,336.97
362,37,269.83
116,86,348.91
17,18,178.26
4,111,271.19
40,74,291.48
106,14,99.6
147,116,581.23
226,5,20.4
207,23,63.440000000000005
138,122,550.01
1,73,296.58
126,36,249.7
149,2,35.0
41,103,1480.43
34,25,107.82
227,68,976.25
240,15,246.04
57,7,60.33
173,78,532.76
59,290,1598.73
21,44,151.37
25,121,989.0600000000001
8,134,1111.75
31,99,658.82
3,96,513.01
7,126,1486.31
28,68,547.0
16,49,128.18
100,29,415.21999999999997
11,54,589.01
20,59,163.24
14,76,910.13
360,53,250.04
10,4,112.32000000000001
94,12,82.75
77,48,954.6
154,11,104.30000000000001
30,7,181.92000000000002
24,123,2078.4900000000002
1,449,4385.69
45,1,38.160000000000004
99,71,1086.42
7,99,657.16
14,195,906.52
17,44,472.34
279,6,96.8
13,30,340.95
85,28,494.25
301,10,236.82
150,521,1981.06
16,720,6442.54
93,8,160.56
29,315,6238.78
156,156,631.29
354,17,193.64
45,31,157.62
14,83,519.6899999999999
3,482,2577.12
14,213,1156.6
178,7,55.75
7,66,998.88
35,25,384.65
50,5,70.94
311,19,178.22
23,42,239.57
302,58,360.81
10,15,127.86
16,125,568.24
48,27,398.2
238,35,312.23
0,397,4007.83
12,460,4487.8
237,33,167.55
22,98,827.02
72,33,446.18
16,85,370.7
40,251,1337.18
39,57,646.92
218,28,495.77
198,69,400.1
70,24,203.2
23,393,3294.02
10,78,389.71999999999997
151,9,251.52
64,1,15.0
3,49,193.39000000000001
18,14,122.2
14,45,256.11
7,10,203.6
19,75,696.81
77,12,191.07999999999998
2,62,1316.9
306,56,417.27
218,3,48.349999999999994
148,2,55.5
21,87,584.21
114,36,565.78
125,204,1978.44
4,40,499.95
35,32,263.92
25,30,496.14
0,81,978.3100000000001
332,104,1203.42
162,2,32.65
184,6,127.45000000000002
15,61,1047.32
11,38,636.94
2,65,1204.06
184,3,28.0
79,10,168.29
29,240,4442.38
41,30,463.46000000000004
10,196,3645.67
49,30,598.83
15,112,1704.66
45,23,425.29
60,42,688.97
7,265,4503.78
71,1,30.0
37,206,3614.91
127,39,524.9200000000001
32,14,265.76
312,43,403.3
17,48,365.76
87,54,303.15999999999997
1,126,1900.82
1,8,170.39999999999998
253,17,388.45000000000005
156,4,84.42
36,134,2198.7599999999998
151,128,2056.22
176,9,120.9
39,36,541.53
1,276,2519.21
10,53,1426.52
0,99,1676.4
17,16,303.12
191,61,517.53
203,8,131.7
364,17,249.86
126,7,102.61
14,54,316.5
42,111,657.3
93,28,572.03
22,106,735.82
59,23,387.33
15,208,1875.86
157,7,147.16
9,41,763.28
9,5,137.0
15,87,1821.47
44,77,1077.37
190,174,697.54
78,14,194.37
77,29,511.82
3,81,1208.79
64,21,414.04
260,24,396.87
58,29,376.64
0,63,1079.44
0,92,2211.18
247,10,259.37
7,27,497.56
358,10,271.05
75,17,272.22
289,40,622.88
29,2,33.0
220,18,288.6
8,28,689.1
2,36,462.9
205,115,2080.6
161,50,1026.84
75,14,302.2
261,88,605.58
280,21,343.06
57,364,6083.64
24,20,308.48
2,296,5804.27
50,85,1438.6100000000001
71,2,69.6
127,40,208.65
30,87,639.02
14,135,764.88
308,11,153.94
16,77,1475.5
53,30,546.81
29,45,723.2099999999999
1,70,862.51
10,30,314.28000000000003
360,6,145.0
359,5,149.7
4,11,205.9
53,44,756.22
0,247,3200.25
0,390,2367.12
189,14,296.7
53,9,223.36
279,13,164.4
176,3,76.5
29,74,887.67
25,9,98.42
24,23,460.1
269,25,170.75
42,140,540.32
233,5,103.3
23,5,101.16
196,41,207.36
358,39,290.34
59,48,885.41
0,77,1255.63
19,105,480.31
205,5,82.9
13,33,482.06
94,19,418.17
18,45,165.12
13,62,1072.58
23,49,454.01
7,142,869.77
6,147,2595.82
331,29,344.14
49,270,1380.67
70,12,226.75000000000003
28,25,380.6
242,8,185.65
7,397,3334.13
217,4,96.66
4,50,448.90000000000003
311,44,168.02
0,391,7541.03
235,28,115.27
6,26,616.4
108,208,1116.68
99,14,307.38
59,247,2070.92
1,195,1418.52
72,144,1473.63
3,199,3067.62
84,50,993.18
11,82,386.69
22,257,2195.21
213,40,747.11
17,13,161.67000000000002
238,9,116.00999999999999
1,541,4278.9
77,10,144.72
216,63,309.36
32,56,191.99
40,233,1105.78
6,566,3915.12
52,134,1869.45
22,299,4023.25
56,98,386.32
129,12,189.8
5,65,806.58
311,74,214.37
59,4,81.44
20,15,338.5
32,32,479.35
14,50,843.48
17,305,1961.4
80,5,75.75
5,118,1502.32
169,26,503.59999999999997
1,39,528.33
30,67,1146.88
35,293,2130.9900000000002
18,20,285.56
30,35,547.0600000000001
275,7,108.5
119,39,667.29
372,8,101.55
0,152,2602.13
218,48,850.59
64,7,133.06
60,88,1648.28
137,52,868.49
20,8,166.08
11,229,3782.4
24,254,4582.93
37,38,668.12
276,22,117.55
10,78,1536.14
72,76,1319.09
25,13,281.42
16,153,2761.8
140,37,128.95
25,82,1596.8600000000001
18,43,604.64
3,13,272.76
65,115,2004.51
0,14,302.9
42,48,906.02
227,11,205.7
15,47,985.55
49,94,1826.77
1,216,1467.32
73,22,193.92
0,587,12329.42
3,75,1270.38
1,215,3522.52
263,16,298.11
52,8,296.45000000000005
23,11,184.4
9,118,2474.33
43,15,239.41
16,113,1806.5700000000002
6,277,5192.56
29,240,3736.8
357,19,290.40000000000003
126,44,650.9399999999999
136,16,200.47
141,15,283.12
131,33,600.14
37,106,1670.81
235,19,338.95
260,8,154.95
16,139,2289.84
252,24,417.95
29,70,1108.37
34,55,798.74
168,27,594.49
2,99,1637.52
3,314,6400.7
184,3,50.400000000000006
187,34,263.33
169,6,87.5
10,23,385.1
44,28,443.01
320,10,153.0
28,230,4398.99
231,6,139.35
37,256,4427.16
25,46,835.86
95,108,1792.84
172,3,104.5
70,38,884.5
15,187,3083.1
14,66,1060.25
3,165,2876.01
2,200,3687.3
78,67,1240.11
372,18,303.97
38,34,590.3100000000001
53,43,700.63
1,681,12592.51
8,25,377.44
8,10,168.24
18,93,1595.45
37,20,419.45000000000005
112,14,284.31
3,131,2076.4
239,6,110.25
177,34,595.3199999999999
4,184,1710.45
0,83,848.05
0,732,4846.64
18,404,3408.2000000000003
16,90,819.96
21,25,287.59
32,15,298.98
262,1,15.0
50,69,682.55
158,56,367.63
14,21,271.2
7,83,1183.7
12,296,3510.02
198,32,655.77
56,54,245.81
10,50,173.45
96,153,1213.73
254,3,56.4
24,190,647.56
20,80,600.82
158,11,98.77
71,67,283.47
52,13,131.94
84,68,266.85
152,127,1750.04
129,3,16.7
280,14,225.9
26,188,1906.3
29,10,106.1
24,52,300.34
179,45,342.83
39,81,690.0
21,111,780.43
21,403,2988.32
36,101,1067.21
81,137,1113.64
73,6,93.21000000000001
10,42,496.04
15,20,226.41
3,794,5404.47
12,133,699.81
13,348,1698.07
36,17,36.56
3,31,147.83
182,22,284.31
50,13,298.4
4,214,1936.53
22,64,1139.84
298,26,654.64
1,23,398.7
32,2,35.400000000000006
49,61,155.37
2,59,342.24
46,24,110.21000000000001
41,160,1433.68
26,107,2082.5
41,52,318.15
1,7628,35831.25
302,37,205.48
106,5,51.559999999999995
141,45,417.05
217,21,257.35
371,288,4732.46
11,24,114.34
184,13,120.01
372,17,208.97
1,5,102.35
220,4,88.3
5,175,2702.66
304,23,141.92000000000002
368,52,226.45000000000002
2,215,1879.92
323,9,150.9
58,136,2447.08
12,90,554.85
30,331,6316.16
142,6,150.55
29,65,254.74
106,39,383.18
1,267,1437.54
204,10,155.9
79,24,521.44
184,44,564.76
169,10,98.61
43,25,332.25
173,5,49.16
364,26,458.92
303,7,77.55
2,141,613.34
3,112,652.5699999999999
11,53,156.34
31,97,502.08
128,10,111.35
37,64,644.0
211,19,153.77
322,91,586.89
161,34,203.85999999999999
56,27,152.3
224,15,107.21
71,191,969.71
43,15,95.45
172,107,461.91
84,28,152.06
158,31,154.55
189,6,112.19999999999999
28,19,110.38
20,34,181.07
156,28,294.84
246,12,72.9
373,54,232.03
8,39,366.23
309,37,310.06
58,58,408.65
3,75,329.36
44,92,335.03
87,11,280.8
3,657,3654.97
63,142,820.23
11,7,214.14
132,21,397.29
44,22,141.14
35,28,467.52
133,64,338.4
28,90,1331.57
51,15,290.49
137,29,145.79
4,71,331.38
8,6,186.24
159,12,99.14
7,1,1.9
232,19,99.67999999999999
36,8,133.72
150,2,47.58
71,71,482.2
39,13,299.94
4,475,2193.17
218,18,394.1
248,1,12.75
65,31,111.68
116,5,85.16
170,26,73.78
20,248,1171.44
141,34,102.41
31,98,463.21
37,325,2599.19
150,61,594.43
371,42,112.27
373,81,265.1
165,13,153.2
210,27,400.79
241,30,135.19
51,14,287.24
24,165,703.99
14,271,2576.91
371,57,321.79
28,20,208.34
364,11,145.4
35,137,678.33
165,21,225.5
144,48,152.68
21,14,272.85
55,1,20.8
184,13,198.57
11,38,201.12
236,27,539.34
224,4,34.35
121,78,599.89
281,1,23.6
73,153,1195.0
36,91,380.39
11,57,415.13
361,37,157.92
3,53,226.47
22,20,275.08000000000004
69,25,331.19
234,31,247.39
256,13,111.2
372,28,102.78999999999999
154,31,187.29
27,30,162.22
3,46,120.03
31,121,1435.16
107,29,122.14
51,5,38.45
35,164,612.72
152,18,94.58
98,21,115.31
3,7,67.3
333,5,73.5
64,33,93.82000000000001
21,110,418.68
35,43,361.59
31,94,403.12
153,19,70.02
18,19,357.20000000000005
11,444,3228.64
53,6,93.35
24,115,529.29
3,125,1957.8600000000001
44,43,178.34
202,5,50.97
358,5,74.4
70,20,300.02
6,347,6072.96
287,19,363.65
9,1,6.959999999999999
22,17,253.35999999999999
21,28,752.53
172,24,545.92
132,3,48.0
5,137,2392.83
74,8,202.2
39,37,396.33
25,457,2009.24
257,24,408.0
185,17,200.64
113,52,1082.3
373,10,242.0
22,141,2540.9500000000003
7,219,2318.5299999999997
216,27,216.28
44,94,1175.41
35,17,343.45
25,70,680.84
329,25,446.95
273,7,101.34
60,37,166.03
1,16,407.2
92,13,276.2
81,45,966.1200000000001
312,17,313.65000000000003
11,196,849.06
7,93,1819.34
126,19,168.31
10,40,222.4
0,31,695.49
36,38,754.64
37,18,113.48000000000002
329,36,340.3
253,17,271.0
1,399,4235.15
19,37,198.8
11,26,352.69
289,28,220.1
67,370,1358.65
25,72,315.65
10,1260,5421.28
367,28,124.60000000000001
213,17,111.15
148,30,603.3
7,357,1793.06
23,33,492.84
29,192,1131.75
60,52,200.92000000000002
18,46,347.08
242,14,112.55000000000001
14,70,1059.39
28,14,131.55
62,35,614.53
294,7,104.95
17,108,2498.7
215,7,184.8
116,61,1000.16
30,25,618.95
12,220,2816.55
140,10,160.35000000000002
45,7,179.33999999999997
50,12,284.6
31,37,566.58
134,38,653.35
2,21,399.19
74,25,371.62
12,122,675.64
8,34,453.4
300,22,354.95
56,39,638.0600000000001
14,78,1500.8600000000001
36,24,399.65000000000003
176,8,78.66
22,22,586.86
175,130,1160.04
60,8,151.65
32,33,627.01
58,51,1049.84
30,148,3354.46
86,12,315.15999999999997
357,30,476.35
30,72,1278.47
128,97,1590.81
8,87,1471.69
4,119,1843.75
23,41,366.85
226,37,632.07
248,17,304.25
14,65,1370.8
77,68,1090.24
191,15,284.46000000000004
261,7,207.79999999999998
71,43,785.1700000000001
164,16,243.76
81,1,26.0
94,139,686.63
3,128,2024.42
105,30,150.35
199,67,1345.99
156,18,106.42
70,190,1863.49
35,32,517.36
28,8,139.10000000000002
1,131,2447.08
25,41,552.37
325,34,216.07
236,15,232.48000000000002
88,12,248.94
30,26,481.75
28,30,575.27
210,17,304.32
2,113,2019.77
21,64,1041.61
92,18,392.0
4,256,5299.5
263,10,158.95000000000002
2,254,4423.14
43,233,4618.39
217,5,93.75
56,28,651.95
11,112,2567.46
8,69,1492.96
191,118,1818.57
81,37,592.97
71,102,1679.18
29,48,837.69
2,61,987.1
218,86,1463.81
45,4,54.18000000000001
9,103,2013.69
71,66,1264.6299999999999
6,175,2567.06
232,1,29.5
122,46,724.12
16,8,95.34
309,21,349.27
50,94,518.27
88,6,103.3
38,116,2166.13
84,16,339.1
172,128,2320.78
42,21,324.24
139,13,149.48
25,61,1213.1599999999999
71,46,801.51
133,1,25.5
365,7,168.6
37,10,229.95
2,164,2960.68
29,11,175.92
43,13,236.86
57,8,110.38
73,9,173.9
277,10,180.60000000000002
180,7,80.82
7,12,178.05
3,721,2045.53
42,58,1068.74
